UDI,Product_ID,Type,Air_temperature__K_,Process_temperature__K_,Rotational_speed__rpm_,Torque__Nm_,Tool_wear__min_,Machine_failure,TWF,HDF,PWF,OSF,RNF
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0
2254,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0
3836,M18695,M,302.3,311.1,1435,43.1,149,0,0,0,0,0,0
28,H29441,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0
8262,H37675,H,299.2,310.6,1434,48.4,153,0,0,0,0,0,0
9648,L56827,L,299.2,310.2,1458,47.0,183,0,0,0,0,0,0
5662,L52841,L,302.2,311.4,1397,53.0,17,0,0,0,0,0,0
7477,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0,0
8650,L55829,L,297.4,308.4,1328,61.8,98,0,0,0,0,0,0
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0
5807,L52986,L,301.4,310.9,1440,45.4,177,0,0,0,0,0,0
9002,L56181,L,297.0,307.8,1500,39.9,175,0,0,0,0,0,0
8641,L55820,L,297.6,308.6,1383,47.5,75,0,0,0,0,0,0
4745,L51924,L,303.3,311.3,1393,47.4,18,0,0,0,0,0,0
7248,M22107,M,300.0,310.1,1314,53.5,199,0,0,0,0,0,0
4382,L51561,L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0
4545,L51724,L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0
3158,M18017,M,300.4,309.7,1488,42.2,133,0,0,0,0,0,0
2196,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0
8372,L55551,L,298.7,309.7,1881,21.7,29,0,0,0,0,0,0
7170,L54349,L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0
8248,L55427,L,299.0,310.4,1713,28.0,116,0,0,0,0,0,0
3103,L50282,L,299.9,309.1,1412,48.3,198,0,0,0,0,0,0
1808,L48987,L,298.0,307.6,1654,28.9,123,0,0,0,0,0,0
8467,L55646,L,298.7,309.8,1469,38.4,62,0,0,0,0,0,0
2279,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0
9506,L56685,L,299.2,310.3,1429,40.1,23,0,0,0,0,0,0
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0
4923,M19782,M,303.4,312.2,1615,35.7,56,0,0,0,0,0,0
9734,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0
6801,M21660,M,301.1,310.6,1310,48.8,103,0,0,0,0,0,0
4312,M19171,M,301.5,310.1,1468,40.8,32,0,0,0,0,0,0
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0
7923,L55102,L,300.7,311.9,1462,39.7,181,0,0,0,0,0,0
3621,H33034,H,301.9,311.2,1474,41.8,18,0,0,0,0,0,0
3037,L50216,L,300.4,309.6,1319,48.1,26,0,0,0,0,0,0
3930,M18789,M,302.7,311.6,1501,38.8,171,0,0,0,0,0,0
2881,L50060,L,300.7,309.5,1541,37.2,48,0,0,0,0,0,0
2791,L49970,L,300.4,309.6,1356,45.9,64,0,0,0,0,0,0
7103,M21962,M,300.8,310.3,1494,42.2,35,0,0,0,0,0,0
2569,L49748,L,299.6,309.2,1450,43.1,160,0,0,0,0,0,0
1949,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0
4170,L51349,L,302.1,310.5,1559,36.0,124,0,0,0,0,0,0
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0
9916,M24775,M,298.5,308.7,1662,28.3,15,0,0,0,0,0,0
2976,H32389,H,300.5,309.4,1360,46.2,93,0,0,0,0,0,0
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0
3372,L50551,L,301.4,310.7,1989,21.8,19,0,0,0,0,0,0
7106,L54285,L,300.9,310.4,1536,34.2,45,0,0,0,0,0,0
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0
5967,L53146,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0
7168,L54347,L,300.3,310.3,1362,60.3,206,1,0,0,0,1,0
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0
1807,H31220,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,0
4399,M19258,M,302.3,310.1,1563,37.8,31,0,0,0,0,0,0
9385,M24244,M,297.6,308.1,1379,57.4,122,0,0,0,0,0,0
5660,M20519,M,302.3,311.5,1674,30.0,12,0,0,0,0,0,0
6889,M21748,M,300.9,311.4,1434,45.4,118,0,0,0,0,0,0
6004,L53183,L,300.4,310.2,1529,36.2,10,0,0,0,0,0,0
4499,H33912,H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0
6462,L53641,L,300.6,310.0,1505,35.9,95,0,0,0,0,0,0
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0
1806,H31219,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0
537,L47716,L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0
7790,L54969,L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0
2681,L49860,L,299.8,309.5,1641,27.1,16,0,0,0,0,0,0
4065,L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0
3214,L50393,L,300.4,309.2,1752,29.0,52,0,0,0,0,0,0
9224,L56403,L,297.9,309.0,1382,43.9,116,0,0,0,0,0,0
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0
5674,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0
6343,M21202,M,300.3,309.8,1444,42.0,3,0,0,0,0,0,0
8206,M23065,M,299.4,310.9,1446,47.3,12,0,0,0,0,0,0
7070,L54249,L,300.8,310.7,1525,39.4,175,0,0,0,0,0,0
9255,L56434,L,298.3,309.1,1616,31.1,195,0,0,0,0,0,0
8750,L55929,L,297.2,308.4,1677,26.4,146,0,0,0,0,0,0
6723,L53902,L,301.4,310.7,1657,28.7,108,0,0,0,0,0,0
2238,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0
4569,M19428,M,302.7,310.8,1555,36.1,35,0,0,0,0,0,0
8234,M23093,M,299.1,310.6,1449,43.2,80,0,0,0,0,0,0
8597,L55776,L,297.5,308.2,1327,56.5,189,0,0,0,0,0,0
9834,L57013,L,298.3,309.1,1386,45.3,212,0,0,0,0,0,0
6165,H35578,H,300.9,310.7,1656,30.7,200,0,0,0,0,0,0
1186,L48365,L,297.3,308.4,1491,46.5,29,0,0,0,0,0,0
7827,L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0
5832,L53011,L,301.3,311.3,1474,50.7,10,0,0,0,0,0,0
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0
3568,L50747,L,301.8,310.5,1548,34.1,93,0,0,0,0,0,0
6137,H35550,H,300.9,310.8,1390,40.6,131,0,0,0,0,0,0
6610,L53789,L,301.5,310.4,1474,39.9,53,0,0,0,0,0,0
3614,L50793,L,301.7,310.9,1557,39.4,2,0,0,0,0,0,0
1833,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0
6,M14865,M,298.1,308.6,1425,41.9,11,0,0,0,0,0,0
8496,L55675,L,298.3,309.4,1668,27.1,136,0,0,0,0,0,0
6366,M21225,M,299.9,309.5,1412,57.9,59,0,0,0,0,0,0
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0
1748,L48927,L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0
4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0
4219,M19078,M,302.0,310.6,1479,40.5,24,0,0,0,0,0,0
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0
2641,M17500,M,299.9,309.5,1372,56.2,133,0,0,0,0,0,0
8119,L55298,L,300.3,311.8,1548,33.0,16,0,0,0,0,0,0
7288,M22147,M,300.2,310.4,1530,35.7,80,0,0,0,0,0,0
6402,M21261,M,300.0,309.6,1573,39.7,162,0,0,0,0,0,0
2111,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0
9184,L56363,L,297.9,309.1,1543,36.6,20,0,0,0,0,0,0
8365,L55544,L,298.9,309.8,1396,49.0,13,0,0,0,0,0,0
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0
2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0
3503,M18362,M,301.8,310.9,1346,44.6,142,0,0,0,0,0,0
9720,L56899,L,298.9,309.9,1309,56.2,119,0,0,0,0,0,0
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0
8865,M23724,M,298.0,309.1,1574,34.8,40,0,0,0,0,0,0
3144,H32557,H,300.6,310.0,1419,42.4,90,0,0,0,0,0,0
8043,L55222,L,300.8,311.9,1486,45.1,30,0,0,0,0,0,0
2043,M16902,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0
6163,L53342,L,301.0,310.8,1558,34.9,196,0,0,0,0,0,0
7872,L55051,L,300.6,312.2,1308,54.7,52,0,0,0,0,0,0
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0
6377,L53556,L,300.0,309.6,1694,28.7,94,0,0,0,0,0,0
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0
8673,L55852,L,297.5,308.8,1312,50.3,159,0,0,0,0,0,0
9594,L56773,L,299.1,310.2,1352,52.8,41,0,0,0,0,0,0
7917,L55096,L,300.8,312.1,1512,37.1,169,0,0,0,0,0,0
8674,L55853,L,297.4,308.6,1494,42.6,161,0,0,0,0,0,0
8522,L55701,L,298.4,309.5,1376,50.4,202,0,0,0,0,0,0
1796,M16655,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0
2339,L49518,L,299.3,308.3,1651,28.0,6,0,0,0,0,0,0
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0
1790,L48969,L,298.2,307.9,1313,67.3,67,1,0,0,1,0,0
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0
2003,L49182,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0
3992,L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0
9477,M24336,M,298.8,309.6,1692,31.9,167,0,0,0,0,0,0
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0
6454,L53633,L,300.7,310.2,1807,24.2,77,0,0,0,0,0,0
2934,M17793,M,300.8,309.7,1751,27.9,183,0,0,0,0,0,0
9176,L56355,L,297.8,309.0,1403,64.2,0,1,0,0,1,0,0
5345,L52524,L,303.4,312.8,1360,50.8,94,0,0,0,0,0,0
8430,L55609,L,299.0,310.3,1577,40.0,181,0,0,0,0,0,0
3918,L51097,L,302.6,311.7,1542,34.1,137,0,0,0,0,0,0
2169,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0
8991,L56170,L,297.2,307.9,1493,38.4,146,0,0,0,0,0,0
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0
5519,M20378,M,302.5,311.8,2023,19.1,74,0,0,0,0,0,0
5624,L52803,L,302.9,312.3,1578,36.3,141,0,0,0,0,0,0
1867,M16726,M,298.1,307.9,1662,28.9,76,0,0,0,0,0,0
7175,L54354,L,300.2,310.2,1530,48.5,15,0,0,0,0,0,0
9939,L57118,L,298.3,308.1,1528,33.9,82,0,0,0,0,0,0
5877,L53056,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0
5702,M20561,M,302.5,311.9,1347,54.3,125,0,0,0,0,0,0
9908,M24767,M,298.6,309.1,1487,43.2,206,0,0,0,0,0,0
1555,M16414,M,298.4,308.7,1584,31.7,117,0,0,0,0,0,0
1621,L48800,L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0
720,L47899,L,297.4,308.8,1447,58.1,129,0,0,0,0,0,0
8950,L56129,L,297.4,308.3,1284,60.3,50,0,0,0,0,0,0
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0
2338,L49517,L,299.2,308.4,1877,23.9,4,0,0,0,0,0,0
4282,L51461,L,302.0,310.0,1832,22.9,178,0,0,0,0,0,0
6739,H36152,H,301.8,311.1,1463,50.1,149,0,0,0,0,0,0
8552,M23411,M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0
7041,L54220,L,300.7,310.6,1720,30.3,96,0,0,0,0,0,0
6403,M21262,M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0
8088,L55267,L,300.1,311.4,1446,40.6,147,0,0,0,0,0,0
8684,L55863,L,297.2,308.5,1447,47.9,188,0,0,0,0,0,0
8607,M23466,M,297.5,308.4,1505,37.2,215,0,0,0,0,0,0
9278,L56457,L,298.2,308.7,1447,48.4,51,0,0,0,0,0,0
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0
7332,L54511,L,299.8,310.3,1524,34.2,196,0,0,0,0,0,0
2292,M17151,M,299.5,308.8,1886,20.9,117,0,0,0,0,0,0
8227,L55406,L,299.1,310.5,1389,61.4,64,0,0,0,0,0,0
7540,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0
9099,L56278,L,297.3,308.1,1468,49.8,0,0,0,0,0,0,0
7993,M22852,M,301.1,312.3,1852,25.9,131,0,0,0,0,0,0
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0
584,H29997,H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0
4478,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0
5626,L52805,L,302.7,312.1,1728,24.4,146,0,0,0,0,0,0
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0
9416,M24275,M,298.2,308.7,1361,44.2,0,0,0,0,0,0,0
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0
8049,L55228,L,300.6,311.9,1413,41.3,43,0,0,0,0,0,0
1508,M16367,M,298.0,308.6,1376,55.7,214,0,0,0,0,0,0
8886,M23745,M,298.0,309.2,1438,42.9,101,0,0,0,0,0,0
3663,M18522,M,302.3,311.7,1517,37.6,124,0,0,0,0,0,0
2807,L49986,L,300.0,309.3,1364,41.2,104,0,0,0,0,0,0
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0
6331,M21190,M,300.5,310.0,1580,37.0,181,0,0,0,0,0,0
2377,M17236,M,299.2,308.3,1364,51.8,104,0,0,0,0,0,0
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0
9551,M24410,M,299.5,311.0,1451,43.3,136,0,0,0,0,0,0
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0
1677,H31090,H,297.9,307.6,1418,43.0,207,0,0,0,0,0,0
5667,L52846,L,302.2,311.4,1430,43.1,29,0,0,0,0,0,0
7143,H36556,H,300.3,309.7,1452,41.5,139,0,0,0,0,0,0
1665,L48844,L,298.2,308.0,1535,38.0,179,0,0,0,0,0,0
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0
8787,L55966,L,297.5,308.5,1306,50.7,38,0,0,0,0,0,0
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0
2237,M17096,M,299.3,308.5,1422,43.1,186,0,0,0,0,0,0
8490,L55669,L,298.4,309.4,1461,46.3,121,0,0,0,0,0,0
4985,L52164,L,303.8,313.1,1256,58.7,213,1,0,0,0,1,0
3748,L50927,L,302.5,311.1,1499,38.8,135,0,0,0,0,0,0
1840,L49019,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0
8544,M23403,M,298.5,309.4,1365,48.7,56,0,0,0,0,0,0
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0
6002,M20861,M,300.4,310.2,1380,47.3,5,0,0,0,0,0,0
8676,H38089,H,297.3,308.6,1688,29.4,166,0,0,0,0,0,0
735,H30148,H,297.0,308.4,1305,54.6,168,0,0,0,0,0,0
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0
6437,L53616,L,300.4,310.0,1769,26.1,38,0,0,0,0,0,0
4833,L52012,L,303.5,312.0,1436,45.1,32,0,0,0,0,0,0
2088,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0
2589,L49768,L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0
5739,L52918,L,302.3,311.7,1281,48.8,0,0,0,0,0,0,0
3814,L50993,L,302.0,310.6,1467,44.9,86,0,0,0,0,0,0
8461,L55640,L,298.7,309.9,1372,54.7,44,0,0,0,0,0,0
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0
4211,L51390,L,302.1,310.8,1565,35.3,6,0,0,0,0,0,0
8734,M23593,M,297.3,308.7,1447,44.5,105,0,0,0,0,0,0
2952,L50131,L,300.7,309.5,1685,31.1,27,0,0,0,0,0,0
2193,L49372,L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0
8210,L55389,L,299.3,310.8,1391,46.9,21,0,0,0,0,0,0
3041,L50220,L,300.3,309.5,1474,38.7,35,0,0,0,0,0,0
6124,L53303,L,300.9,310.9,1477,41.5,100,0,0,0,0,0,0
8711,L55890,L,297.1,308.5,1712,32.1,48,0,0,0,0,0,0
4512,L51691,L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0
8929,L56108,L,297.4,308.4,1531,41.5,213,0,0,0,0,0,0
2652,L49831,L,299.9,309.5,2008,20.4,165,0,0,0,0,0,0
6413,L53592,L,300.4,310.0,1423,44.2,189,0,0,0,0,0,0
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0
4177,M19036,M,302.3,310.7,1544,39.7,141,0,0,0,0,0,0
8615,L55794,L,297.5,308.5,1691,33.1,9,0,0,0,0,0,0
7179,L54358,L,300.2,310.2,1600,31.5,23,0,0,0,0,0,0
3822,L51001,L,302.3,310.9,1596,33.5,104,0,0,0,0,0,0
3171,M18030,M,300.4,309.7,1685,32.3,167,0,0,0,0,0,0
7883,H37296,H,300.7,312.3,1670,27.3,81,0,0,0,0,0,0
7893,M22752,M,300.9,312.6,1555,40.6,109,0,0,0,0,0,0
9387,M24246,M,297.5,308.0,2033,16.7,128,0,0,0,0,0,0
7759,L54938,L,300.4,311.8,1689,30.8,196,0,0,0,0,0,0
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0
2067,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0
7566,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0
680,L47859,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0
2223,L49402,L,299.7,309.0,1605,33.0,151,0,0,0,0,0,0
9460,L56639,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0
5831,M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0
3891,L51070,L,302.3,311.2,1386,53.5,59,0,0,0,0,0,0
8801,L55980,L,297.4,308.5,1475,47.2,69,0,0,0,0,0,0
4829,L52008,L,303.5,311.9,1515,39.2,24,0,0,0,0,0,0
5906,H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0
5645,L52824,L,302.5,312.0,1383,51.3,190,0,0,0,0,0,0
6440,L53619,L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0
9672,L56851,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0
3277,L50456,L,301.3,310.0,1438,40.9,7,0,0,0,0,0,0
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0
3460,L50639,L,301.5,310.4,1270,54.2,26,0,0,0,0,0,0
1538,M16397,M,298.4,309.1,1467,39.6,78,0,0,0,0,0,0
6667,L53846,L,301.3,310.4,1414,51.4,199,0,0,0,0,0,0
4350,L51529,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0
7005,L54184,L,300.5,310.6,1950,20.3,208,0,0,0,0,0,0
8551,L55730,L,298.3,309.2,1456,45.5,75,0,0,0,0,0,0
4010,L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0
9501,L56680,L,299.2,310.2,1697,30.6,12,0,0,0,0,0,0
2311,M17170,M,299.0,308.4,1535,47.5,163,0,0,0,0,0,0
3398,L50577,L,301.4,310.6,1648,30.7,90,0,0,0,0,0,0
8567,M23426,M,297.9,308.7,1751,26.6,111,0,0,0,0,0,0
4279,L51458,L,302.0,310.1,1409,50.4,172,0,0,0,0,0,0
8155,L55334,L,299.6,310.7,1393,52.1,110,0,0,0,0,0,0
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0
5653,L52832,L,302.4,311.8,1727,26.5,213,0,0,0,0,0,0
5829,L53008,L,301.3,311.1,1504,39.1,2,0,0,0,0,0,0
7467,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0
8877,M23736,M,298.1,309.3,1752,25.2,77,0,0,0,0,0,0
5756,L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0
4701,L51880,L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0
4340,L51519,L,301.7,309.9,1524,46.6,104,0,0,0,0,0,0
4376,L51555,L,302.0,309.7,1414,36.3,209,0,0,0,0,0,0
1475,M16334,M,298.5,309.5,1366,61.9,130,0,0,0,0,0,0
3694,L50873,L,302.1,311.3,1521,31.5,202,0,0,0,0,0,0
2850,L50029,L,300.4,309.3,1766,28.2,207,0,0,0,0,0,0
8358,L55537,L,298.5,309.5,1385,46.3,203,1,1,0,0,0,0
9698,M24557,M,298.8,309.8,1413,45.5,64,0,0,0,0,0,0
9607,L56786,L,298.9,310.1,1401,44.4,76,0,0,0,0,0,0
7489,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1
7308,M22167,M,300.0,310.4,1385,52.1,128,0,0,0,0,0,0
4502,L51681,L,302.5,310.2,1307,54.0,86,1,0,1,0,0,0
2685,L49864,L,299.8,309.4,1460,37.4,25,0,0,0,0,0,0
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0
2960,M17819,M,300.7,309.4,1589,35.0,52,0,0,0,0,0,0
7860,M22719,M,300.5,311.9,1370,44.8,20,0,0,0,0,0,0
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0
5514,M20373,M,302.8,312.2,1452,50.3,60,0,0,0,0,0,0
9858,M24717,M,298.6,309.5,1366,55.0,65,0,0,0,0,0,0
4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0
9528,L56707,L,299.1,310.4,1550,43.9,79,0,0,0,0,0,0
628,L47807,L,298.4,310.1,1455,42.2,94,0,0,0,0,0,0
3481,L50660,L,301.9,310.8,1400,58.2,79,0,0,0,0,0,0
4764,L51943,L,303.7,312.1,1443,45.9,74,0,0,0,0,0,0
6735,M21594,M,301.6,310.9,1575,40.1,139,0,0,0,0,0,0
9827,L57006,L,298.4,309.2,1345,52.7,196,0,0,0,0,0,0
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0
1392,L48571,L,298.9,310.2,2737,8.8,142,1,0,0,1,0,0
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0
2759,M17618,M,299.7,309.2,1412,45.3,205,0,0,0,0,0,0
4919,L52098,L,303.3,312.2,1457,40.7,48,0,0,0,0,0,0
3228,M18087,M,300.5,309.3,1589,34.9,91,0,0,0,0,0,0
7564,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0
8223,L55402,L,299.0,310.5,1755,27.9,56,0,0,0,0,0,0
5504,H34917,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0
6157,L53336,L,301.1,311.1,1508,41.5,184,0,0,0,0,0,0
5038,M19897,M,304.1,313.2,1586,41.1,129,0,0,0,0,0,0
7429,M22288,M,300.0,311.4,1864,23.3,2,0,0,0,0,0,0
1459,L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0
4987,L52166,L,303.7,312.9,1502,40.5,0,0,0,0,0,0,0
9875,M24734,M,298.9,309.9,1449,44.1,112,0,0,0,0,0,0
3581,L50760,L,301.8,310.6,1650,31.9,126,0,0,0,0,0,0
3038,L50217,L,300.5,309.7,1887,24.3,28,0,0,0,0,0,0
2315,L49494,L,299.2,308.9,1368,47.2,175,0,0,0,0,0,0
4993,L52172,L,303.8,312.9,1573,34.6,14,0,0,0,0,0,0
4640,L51819,L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0
5401,L52580,L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0
4197,M19056,M,302.5,311.0,1563,35.6,190,0,0,0,0,0,0
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0
3025,L50204,L,300.5,309.6,1465,41.6,217,0,0,0,0,0,0
5347,L52526,L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0
9748,L56927,L,298.8,310.1,1481,47.4,187,0,0,0,0,0,0
8910,L56089,L,297.1,308.4,1529,40.4,165,0,0,0,0,0,0
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0
9923,H39336,H,298.6,308.8,1566,39.1,36,0,0,0,0,0,0
8680,L55859,L,297.3,308.5,1456,54.2,179,0,0,0,0,0,0
6149,L53328,L,301.1,311.2,1564,37.0,165,0,0,0,0,0,0
4304,L51483,L,301.7,310.2,1435,48.1,12,0,0,0,0,0,0
7242,M22101,M,299.9,310.0,1484,42.1,182,0,0,0,0,0,0
4196,L51375,L,302.5,311.0,1548,38.4,188,0,0,0,0,0,0
4402,H33815,H,302.2,310.0,1468,43.6,38,0,0,0,0,0,0
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0
9343,H38756,H,298.3,308.9,1706,31.8,8,0,0,0,0,0,0
7091,M21950,M,300.6,310.2,1478,40.1,5,0,0,0,0,0,0
3591,L50770,L,301.8,310.6,1403,46.8,151,0,0,0,0,0,0
2370,M17229,M,299.2,308.4,1856,22.7,86,0,0,0,0,0,0
7900,L55079,L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0
